24-0000014181,02-0000017055,180,,,189680.8277,542343.7676,,,1,2,1,2101012,1,,24-014181,18909,1,1
24-0000001866,02-0000140394,180,20070601,20070601,198484.994,552318.5076,,,4,1,1,,1,2009-0111-001,24-001866,11053,1,1
24-0000000756,02-0000107970,180,,,207130.3865,548653.6093,,,4,1,1,,1,2011-0101-086,24-000756,9051,1,2
24-0000001514,02-0000126688,180,20070601,20070601,191574.9415,552871.5516,,,4,1,1,,1,2010-0101-067,24-001514,10038,1,2
24-0000001514,02-0000126688,180,20070601,20090422,191574.9415,552871.5516,삼일안전시스템,,4,1,1,,1,2010-0101-067,24-001514,10039,1,2
24-0000001667,02-0000126690,180,20070601,20070601,192515.2744,552168.0775,,,1,1,1,,1,2000-0000-000,24-001667,10041,1,
24-0000001655,02-0000126691,180,20070601,20070601,192500.8103,552167.9792,,,4,1,1,,1,2010-0101-067,24-001655,10043,1,2
24-0000001655,02-0000126691,180,20070601,20081118,192500.8103,552167.9792,.,,4,1,1,,1,2010-0101-067,24-001655,10044,1,2
24-0000006152,02-0000126692,180,20100411,20100411,192517.1341,552192.377,한길에이치씨,0,1,2,1,,1,2010-0111-003,24-006152,10045,1,1
24-0000001613,02-0000126696,180,20070601,20070601,192353.2198,552256.077,,,4,1,1,,1,2009-0111-002,24-001613,10046,1,5
24-0000004311,02-0000126697,180,20070601,20070601,192364.989,552273.515,,,1,1,1,,1,2000-0000-000,24-004311,10048,1,
24-0000001593,02-0000126700,180,20070601,20070601,192056.4369,552472.7107,,,4,1,1,,1,2012-0111-001,24-001593,10052,1,2
24-0000001783,02-0000126701,180,20070601,20070601,192044.8185,552467.4144,,,4,1,1,,1,2009-0111-002,24-001783,10053,1,5
24-0000001784,02-0000126703,180,20070601,20120613,192048.3931,552455.3811,대한신호(주),,1,2,1,2341743,1,2012-0111-001,24-001784,10055,1,2
24-0000001784,02-0000126703,180,20070601,20100411,192046.8295,552454.9961,한길에이치씨,,4,1,1,,1,2012-0111-001,24-001784,10056,1,2
24-0000001784,02-0000126703,180,20070601,20070601,192046.8295,552454.9961,,,4,1,1,,1,2012-0111-001,24-001784,10057,1,2
24-0000001785,02-0000126704,180,20070601,20070601,192031.5831,552450.6657,,,4,1,1,,1,2009-0111-002,24-001785,10058,1,5
24-0000001789,02-0000126709,180,20070601,20070601,190201.896,554022.6559,,,4,1,1,,1,2010-0111-003,24-001789,10061,1,2
24-0000001790,02-0000126710,180,20070601,20070601,190188.457,554021.4272,,,4,1,1,,1,2012-0101-015,24-001790,10063,1,2
24-0000001791,02-0000126711,180,20070601,20070601,190184.8338,554008.7341,,,4,1,1,,1,2010-0111-003,24-001791,10065,1,2
24-0000003415,02-0000126713,180,20070601,20091229,201810.9625,545963.2187,정우신호테크,,1,2,1,4148244,1,2009-0101-098,24-003415,10067,1,2
24-0000003415,02-0000126713,180,20070601,20070601,201807.6714,545965.7663,,,4,1,1,,1,2009-0101-098,24-003415,10068,1,2
24-0000003416,02-0000126714,180,20070601,20091229,201807.8036,546040.1668,정우신호테크,,4,1,1,,1,2012-0101-105,24-003416,10069,1,2
24-0000003416,02-0000126714,45,20070601,20091229,201807.8036,546040.1668,정우신호테크,0,1,1,1,4148256,1,2020-9907-001,24-003416,10071,1,3
24-0000003417,02-0000126716,180,20070601,20160509,201783.5421,546030.5735,대한신호,,1,1,1,4148254,1,2020-9907-001,24-003417,10076,1,3
24-0000003416,02-0000126714,180,20070601,20070601,201807.8036,546040.1668,,,4,1,1,,1,2012-0101-105,24-003416,10072,1,2
24-0000003416,02-0000126714,45,20070601,20121210,201807.6671,546041.1985,,,1,1,1,4148255,1,2020-9907-001,24-003416,10070,1,3
24-0000003844,02-0000126715,180,20070601,20070601,201765.655,546040.0452,,,4,1,1,,1,2012-0101-105,24-003844,10074,1,2
24-0000003844,02-0000126715,180,20070601,20090604,201765.655,546040.0452,.,,4,1,1,,1,2012-0101-105,24-003844,10075,1,2
24-0000003417,02-0000126716,180,20070601,20070601,201782.8909,546030.5729,,,4,1,1,,1,2009-0101-098,24-003417,10077,1,2
24-0000003418,02-0000126719,180,20070601,20070601,202059.3755,545220.1818,,,4,1,1,,1,2011-0101-018,24-003418,10079,1,2
24-0000003419,02-0000126721,180,20070601,20121203,202053.5481,545281.0726,.,,2,1,1,,1,2012-0101-105,24-003419,10080,1,3
24-0000003419,02-0000126721,180,20070601,20080417,202053.5481,545281.0726,한국전기교통,,1,1,1,,1,2012-0101-105,24-003419,10081,1,3
24-0000003419,02-0000126721,180,20070601,20070601,202053.5481,545281.0726,,,4,1,1,,1,2012-0101-105,24-003419,10082,1,3
24-0000003420,02-0000126724,180,20070601,20110621,202099.7152,545224.845,한길에이치씨,,1,2,1,4146895,1,2011-0101-018,24-003420,10083,1,2
24-0000003420,02-0000126724,180,20070601,20070601,202098.2645,545226.4512,,,4,1,1,,1,2011-0101-018,24-003420,10084,1,2
24-0000003917,02-0000126725,180,20070601,20070601,202083.3402,545228.0325,한길에이치씨,,1,2,1,4146892,1,2000-0000-000,24-003917,10085,1,1
24-0000000889,02-0000142578,180,20060920,20060920,192838.2954,540462.6438,,,1,1,1,,1,2010-1101-153,24-000889,11080,1,3
24-0000003847,02-0000142579,180,20070601,20070601,192841.9392,540408.7247,,,1,1,1,,1,2010-1101-153,24-003847,11081,1,3
24-0000000355,02-0000046482,180,20171107,20171107,203980.6196,552013.8215,,,1,2,1,,1,2017-1701-001,24-000355,4208,1,4
24-0000004188,02-0000142581,180,20070601,20070601,192825.2375,540395.5687,,,1,2,1,2067221,1,2010-1101-153,24-004188,11083,1,1
24-0000003835,02-0000142703,180,20070601,20070601,196863.4911,551960.4848,0,,2,1,1,,1,2000-0000-000,24-003835,11085,1,
24-0000003835,02-0000142703,180,20070601,20070601,196863.4911,551960.4848,,,2,1,1,,1,2000-0000-000,24-003835,11086,1,
24-0000005517,02-0000142741,180,20090812,20090812,203260.5272,558430.5198,삼일안전시스템,0,2,1,1,,1,2009-0111-007,24-005517,11088,1,
24-0000006102,02-0000142797,180,,,191055.7693,544655.7127,한길HC,0,1,2,1,2125787,1,2000-0000-000,24-006102,11090,1,1
24-0000014851,02-0000070253,180,20180630,20180630,204346.2436,552832.9449,대한신호,,1,2,1,4392312,1,2018-0201-031,24-014851,19579,1,1
24-0000001864,02-0000142950,180,20070601,20090716,202222.4893,554965.2348,삼일안전시스템,,2,1,1,,1,2009-0111-007,24-001864,11093,1,
24-0000001864,02-0000142950,180,20070601,20070601,202222.4893,554965.2348,,,1,1,1,,1,2009-0111-007,24-001864,11094,1,
24-0000014848,02-0000198083,180,20180630,20180630,204346.75,552867.3062,대한신호,,1,2,1,4392324,1,2018-0201-031,24-014848,19576,1,1
24-0000008573,02-0000142966,225,20121215,20121215,205690.3438,551315.1769,삼일안전시스템,0,1,2,1,5229011,1,2012-0101-113,24-008573,11096,1,1
24-0000003855,02-0000143017,180,20070601,20070601,183489.6545,552984.2003,0,,2,1,1,,1,2000-0000-000,24-003855,11097,1,
24-0000003855,02-0000143017,180,20070601,20070601,183489.6545,552984.2003,,,1,1,1,,1,2000-0000-000,24-003855,11098,1,
24-0000008004,02-0000143491,180,20070601,20070601,183788.6707,552671.5202,,0,1,1,1,,1,2000-0000-000,24-008004,11099,1,
24-0000014847,02-0000069966,180,20180630,20180630,204335.6875,552863.8062,대한신호,,1,2,1,4392325,1,2018-0201-031,24-014847,19575,1,1
24-0000006342,02-0000143732,180,20000101,20000101,200855.0111,554479.8318,,0,1,2,1,4325341,1,2000-0000-000,24-006342,11101,1,1
24-0000004333,02-0000143732,180,20070601,20070601,200854.2562,554480.3987,0,,2,1,1,,1,2000-0000-000,24-004333,11102,1,
24-0000004333,02-0000143732,180,20070601,20070601,200854.2562,554480.3987,,,2,1,1,,1,2000-0000-000,24-004333,11103,1,
24-0000005552,02-0000143733,180,20080101,20090820,198903.724,552099.2382,삼일안전시스템,0,4,1,1,,1,2012-0101-091,24-005552,11105,1,2
24-0000000363,02-0000143733,180,20090415,20090826,198903.724,552099.2382,삼일안전시스템,,2,1,1,,1,2009-0111-001,24-000363,11106,1,1
24-0000000363,02-0000143733,180,20090415,20090415,198903.724,552099.2382,(주)네오텔레콤,,1,1,1,,1,2009-0111-001,24-000363,11108,1,1
24-0000005371,02-0000143745,180,20090422,20090422,201160.8985,554715.3772,한길,,2,1,1,,1,2008-1112-008,24-005371,11109,1,1
24-0000005371,02-0000143745,180,20090422,20090422,201160.8985,554715.3772,한길,0,2,1,1,,1,2008-1112-008,24-005371,11110,1,1
24-0000005297,02-0000143763,180,20080101,20081104,202409.5049,559975.6467,삼일안전시스템,,2,1,1,,1,2008-0111-001,24-005297,11111,1,2
24-0000005297,02-0000143763,180,20080101,20081104,202409.5049,559975.6467,삼일안전시스템,0,1,1,1,,1,2008-0111-001,24-005297,11112,1,2
24-0000000912,02-0000143863,180,20100215,20100215,208622.9725,545461.2224,(주)한길HC,,1,2,1,5177842,1,2000-0000-000,24-000912,11114,1,2
24-0000000913,02-0000143864,180,20100215,20100215,208603.035,545450.9724,(주)한길HC,,1,2,1,5177843,1,2000-0000-000,24-000913,11115,1,2
24-0000006949,02-0000143910,180,20110907,20110907,205068.7163,551394.9987,(주)한길에이치씨,0,1,2,1,5209721,1,2011-0511-001,24-006949,11120,1,1
24-0000006948,02-0000143911,180,20110907,20110907,205074.0875,551368.8437,(주)한길에이치씨,0,1,2,1,5209724,1,2011-0511-001,24-006948,11121,1,1
24-0000008780,02-0000143980,90,20120807,20120807,202977.475,542799.2562,,0,1,2,1,4162602,1,2012-0101-103,24-008780,11122,1,1
24-0000003965,02-0000144084,180,20070601,20070601,201948.3492,549847.4936,0,,2,1,1,,1,2000-0000-000,24-003965,11126,1,
24-0000003965,02-0000144084,180,20070601,20070601,201948.3492,549847.4936,,,1,1,1,,1,2000-0000-000,24-003965,11127,1,
24-0000008847,02-0000144145,90,20130221,20130221,199675.0035,548039.7378,삼일안전시스템,0,1,2,1,3292952,1,2012-0101-111,24-008847,11128,1,1
24-0000006947,02-0000144164,180,20110907,20110907,200829.8174,559991.1901,(주)한길에이치씨,0,2,1,1,,1,2011-0511-001,24-006947,11129,1,
24-0000008535,02-0000144186,180,20121205,20121205,201454.3437,546827.2509,대한신호,0,1,2,1,,1,2012-1101-061,24-008535,11130,1,1
24-0000003960,02-0000144236,180,20070601,20070601,195278.9787,548960.9828,,,4,1,1,,1,2012-0101-007,24-003960,11135,1,2
24-0000006866,02-0000166563,180,20110506,20160619,205964.3583,549840.029,신흥IND,0,1,2,1,5226512,1,2016-0101-193,24-006866,12589,1,4
24-0000003966,02-0000144245,180,20070601,20070601,195275.5374,548979.2472,,,4,1,1,,1,2012-0101-007,24-003966,11137,1,2
24-0000009442,02-0000029937,180,20130501,20160730,192670.225,545881.375,대한신호,,1,2,1,2158924,1,2016-0101-138,24-009442,14170,1,2
24-0000000930,02-0000018374,180,20070601,20160428,202063.7563,544344.4359,대한신호,,1,2,1,4145715,1,2016-0101-026,24-000930,2175,1,2
24-0000003952,02-0000144251,180,20070601,20070601,195618.9258,549393.6663,,,4,1,1,,1,2012-0101-007,24-003952,11141,1,2
24-0000002412,02-0000097743,180,20070601,20070601,192184.0073,544528.7135,,,1,1,1,,1,2000-0000-000,24-002412,8062,1,
24-0000004969,02-0000097745,180,20080805,20080805,192138.9209,544404.378,대한신호,0,4,1,1,,1,2012-0101-041,24-004969,8064,1,2
24-0000012990,02-0000195944,180,20161231,20161231,208575.027,544665.3527,(주)대한신호,,1,2,1,5175785,1,2016-0101-023,24-012990,17718,1,1
24-0000002438,02-0000097774,180,20070601,20070601,192965.6126,544362.2648,,,1,1,1,,1,2012-0101-036,24-002438,8066,1,2
24-0000002453,02-0000097776,180,20070601,20070601,192922.975,544342.2875,,,1,2,1,2165411,1,2000-0000-000,24-002453,8067,1,1
24-0000012315,02-0000193957,180,20161224,20161224,201756.6842,546323.5663,한길에이치씨,,1,1,1,4149112,1,2016-1701-006,24-012315,17043,1,1
24-0000003410,02-0000126741,180,20070601,20161029,202286.517,544674.9522,,,1,2,1,4155282,1,2016-2101-003,24-003410,10106,1,4
24-0000004679,02-0000097796,180,20070601,20070601,192655.8796,545836.7788,,,4,1,1,,1,2011-0101-015,24-004679,8071,1,2
24-0000002443,02-0000107946,180,20070601,20070601,191811.8739,543193.582,,,4,1,1,,1,2011-0101-016,24-002443,9047,1,2
24-0000004678,02-0000097796,180,20070601,20070601,192655.8796,545836.7788,,,4,1,1,,1,2010-0101-018,24-004678,8072,1,2
24-0000004971,02-0000156378,180,20120319,20120319,192139.0375,545142.2062,대한신호,,1,2,1,2146972,1,2012-0101-041,24-004971,8075,1,2
24-0000004971,02-0000097810,180,20080805,20080805,192143.6891,545142.0179,대한신호,0,4,1,1,,1,2012-0101-041,24-004971,8076,1,2
24-0000004739,02-0000097824,0,20120319,20120319,192185.025,546079.4312,(주)대한신호,,1,2,1,2158061,1,2012-0101-041,24-004739,8077,1,2
24-0000004739,02-0000097824,0,20080708,20080708,192182.8299,546079.1977,삼일안전시스템,2,4,1,1,,1,2012-0101-041,24-004739,8078,1,2
24-0000002404,02-0000097884,180,20070601,20070601,194495.2704,544983.1529,,,4,1,1,,1,2009-0401-007,24-002404,8080,1,4
24-0000008750,02-0000097922,45,20090211,20121025,194950.3828,544500.6561,,0,1,2,1,3105552,1,2012-0101-104,24-008750,8081,1,2
24-0000005185,02-0000097922,180,20090401,20090401,194947.7976,544502.0293,(주)네오텔레콤,,2,1,1,,1,2009-1211-001,24-005185,8082,1,1
24-0000005185,02-0000097922,180,20090401,20090401,194947.7976,544502.0293,(주)네오텔레콤,0,2,1,1,,1,2009-1211-001,24-005185,8083,1,1
24-0000000116,02-0000098031,180,20090331,20120705,202738.1227,541322.9286,,,1,2,1,4069112,1,2012-0101-036,24-000116,8084,1,2
24-0000002625,02-0000110800,180,20070601,20070601,215244.7154,550177.2854,,,1,1,1,,1,2000-0000-000,24-002625,9189,1,
24-0000003436,02-0000110873,180,20070601,20070601,211417.9625,550572.7863,0,,2,1,1,,1,2000-0000-000,24-003436,9190,1,
24-0000003436,02-0000110873,180,20070601,20070601,211417.9625,550572.7863,,,2,1,1,,1,2000-0000-000,24-003436,9191,1,
24-0000004423,02-0000110889,180,20070601,20070601,205389.9065,551367.8433,,,1,2,1,5219421,1,2000-0000-000,24-004423,9192,1,1
24-0000001183,02-0000110907,180,20101018,20101018,197993.1479,550055.7467,대한신호,,2,1,1,,1,2010-0101-067,24-001183,9194,1,2
24-0000001183,02-0000110907,180,20070601,20070601,197993.1479,550055.7467,,,4,1,1,,1,2010-0101-067,24-001183,9196,1,2
24-0000008329,02-0000110973,45,20120430,20120430,205429.625,548654.6937,삼일안전,0,1,2,1,5213582,1,2012-0101-035,24-008329,9198,1,2
24-0000007569,02-0000110973,180,20111123,20111123,205428.9085,548655.2129,",",0,2,1,1,,1,2011-0101-086,24-007569,9199,1,2
24-0000008138,02-0000111006,180,20000101,20000101,212752.4223,550618.7624,,0,1,1,1,,1,2000-0000-000,24-008138,9200,1,
24-0000003430,02-0000126794,180,20070601,20070601,204291.1693,552231.5125,,,4,1,1,,1,2012-0101-011,24-003430,10149,1,2
24-0000001756,02-0000126866,180,20070601,20090716,202217.1893,554950.4883,삼일안전시스템,,2,1,1,,1,2009-0111-007,24-001756,10151,1,
24-0000001756,02-0000126866,180,20070601,20070601,202217.1893,554950.4883,,,1,1,1,,1,2009-0111-007,24-001756,10152,1,
24-0000004862,02-0000127091,180,20080806,20080806,199874.8142,553722.5802,삼일안전시스템,,4,1,1,,1,2012-0101-137,24-004862,10154,1,2
24-0000004863,02-0000127092,180,20080806,20130220,199889.9422,553701.439,대한신호,,1,2,1,4303494,1,2012-0101-137,24-004863,10155,1,2
24-0000004863,02-0000127092,180,20080806,20080806,199888.0775,553701.0948,삼일안전시스템,,4,1,1,,1,2012-0101-137,24-004863,10156,1,2
24-0000004865,02-0000127094,180,20080806,20080806,199890.8618,553738.4961,삼일안전시스템,,1,1,1,,1,2008-1211-502,24-004865,10158,1,1
24-0000003346,02-0000127099,180,20070601,20100430,199719.1343,553271.8532,(주)위앤기전,,4,1,1,,1,2012-0101-137,24-003346,10159,1,2
24-0000003347,02-0000127100,180,20070601,20100430,199705.3614,553269.7394,(주)위앤기전,,4,1,1,,1,2012-0101-137,24-003347,10162,1,2
24-0000003347,02-0000127100,180,20070601,20070601,199705.3614,553269.7394,,,4,1,1,,1,2012-0101-137,24-003347,10164,1,2
24-0000003402,02-0000127106,180,20070601,20100430,199691.5297,553281.002,(주)위앤기전,,4,1,1,,1,2012-0101-137,24-003402,10165,1,2
24-0000003402,02-0000127106,180,20070601,20070601,199691.5297,553281.002,,,4,1,1,,1,2012-0101-137,24-003402,10167,1,2
24-0000003401,02-0000127108,180,20070601,20070601,202668.275,557068.1948,,,1,2,1,,1,2000-0000-000,24-003401,10168,1,
24-0000004551,02-0000127111,180,20070601,20091028,202659.3695,557074.3179,삼일안전시스템,,1,2,1,4450962,1,2009-0111-009,24-004551,10169,1,2
24-0000004551,02-0000127111,180,20070601,20070601,202657.6749,557075.9948,,,4,1,1,,1,2009-0111-009,24-004551,10170,1,2
24-0000004551,02-0000127111,180,20070601,20070601,202657.6749,557075.9948,삼일안전시스템,,4,1,1,,1,2009-0111-009,24-004551,10171,1,2
24-0000004577,02-0000127112,180,20070601,20091028,202644.0222,557074.5262,삼일안전시스템,,1,2,1,4450961,1,2009-0111-009,24-004577,10172,1,2
24-0000004577,02-0000127112,180,20070601,20070601,202640.1749,557075.7384,,,4,1,1,,1,2009-0111-009,24-004577,10173,1,2
24-0000004577,02-0000127112,180,20070601,20070601,202640.1749,557075.7384,0,0801-092(수),4,1,1,,1,2009-0111-009,24-004577,10174,1,2
24-0000004581,02-0000127114,180,20070601,20070601,202648.5436,557102.4505,,,4,1,1,,1,2008-1211-502,24-004581,10175,1,5
24-0000004581,02-0000127114,180,20070601,20070601,202649.6778,557100.879,삼일안전시스템,,1,2,1,4450973,1,2008-1211-502,24-004581,10176,1,5
24-0000003641,02-0000127115,180,20070601,20070601,202638.5528,557109.638,,,4,1,1,,1,2009-0111-001,24-003641,10177,1,1
24-0000003641,02-0000127115,180,20090309,20090309,202641.6222,557109.004,(주)네오텔레콤,,1,2,1,4450972,1,2009-0111-001,24-003641,10178,1,1
24-0000003642,02-0000127116,180,20070601,20070601,202665.85,557109.8937,,,1,2,1,4450971,1,2000-0000-000,24-003642,10179,1,1
24-0000000100,02-0000107716,180,10101,10101,191292.3093,542585.2767,,,4,1,1,,1,2010-0101-018,24-000100,9027,1,2
24-0000004332,02-0000127119,180,20090313,20090313,201928.0013,555425.7029,(주)네오텔레콤,,1,2,1,4347534,1,2009-0111-001,24-004332,10180,1,1
24-0000004332,02-0000127119,180,20070601,20070601,201926.0812,555428.2302,,,4,1,1,,1,2009-0111-001,24-004332,10181,1,1
24-0000004331,02-0000127120,180,20070601,20081107,201916.2375,555419.0812,삼일안전시스템,,1,2,1,4347432,1,2008-0111-001,24-004331,10182,1,2
24-0000001463,02-0000145098,180,20070601,20070601,190317.0308,547235.8056,,,4,1,1,,1,2008-0111-877,24-001463,11228,1,5
24-0000001463,02-0000145098,180,20081018,20081018,190317.0308,547235.8056,(주)한길에이치씨,,2,1,1,,1,2008-0111-877,24-001463,11229,1,5
24-0000001464,02-0000145099,180,20081018,20081018,190335.6142,547235.155,(주)한길에이치씨,,2,1,1,,1,2008-0111-877,24-001464,11230,1,5
24-0000001464,02-0000145099,180,20070601,20070601,190335.6142,547235.155,,,4,1,1,,1,2008-0111-877,24-001464,11231,1,5
24-0000001464,02-0000145099,180,20081018,20081018,190335.6142,547235.155,(주)한길에이치씨,,2,1,1,,1,2008-0111-877,24-001464,11232,1,5
24-0000000371,02-0000145128,180,10101,10101,208602.6044,545629.9787,,,1,1,1,,1,2000-0000-000,24-000371,11233,1,
24-0000000372,02-0000145129,180,10101,10101,208595.9081,545605.1824,,,1,1,1,,1,2000-0000-000,24-000372,11234,1,
24-0000008984,02-0000145547,180,20120305,20120305,197876.7132,556733.258,대한신호,0,1,2,1,3369391,1,2012-0101-137,24-008984,11235,1,1
24-0000008983,02-0000145548,180,20120305,20120305,197884.2135,556719.5001,대한신호,0,1,2,1,3369491,1,2012-0101-137,24-008983,11236,1,1
24-0000014797,02-0000197742,180,20180430,20180430,199935.92,552379.3242,한길에이치씨,,1,2,1,4301521,1,2017-0201-115,24-014797,19525,1,1
24-0000004614,02-0000147604,180,20120116,20120116,190395.0808,543330.9931,대한신호,,3,2,1,2113412,1,2011-0111-001,24-004614,11238,1,2
24-0000004614,02-0000147604,180,20070601,20070601,190393.2577,543330.7771,,,4,1,1,,1,2011-0111-001,24-004614,11239,1,2
24-0000004614,02-0000147604,180,20081016,20081016,190393.2577,543330.7771,(주)한길에이치씨,,1,1,1,,1,2011-0111-001,24-004614,11241,1,2
24-0000007225,02-0000147805,180,20110614,20110614,199094.4625,544728.7,한길에이치씨,0,1,2,1,3185891,1,2011-0101-022,24-007225,11242,1,2
24-0000004881,02-0000145559,180,20080806,20180430,200165.3375,552419.6437,한길에이치씨,,1,2,1,4301932,1,2017-0201-115,24-004881,11237,1,2
24-0000008332,02-0000148431,270,20120430,20120430,207413.1277,548558.5755,삼일안전,0,1,2,1,,1,2012-0101-035,24-008332,11246,1,2
24-0000005046,02-0000148431,180,20111123,20111123,207412.1682,548558.335,",",,2,1,1,,1,2011-0101-086,24-005046,11247,1,2
24-0000005046,02-0000148431,180,20080911,20080911,207412.1682,548558.335,휴먼테크(주),0,1,1,1,,1,2011-0101-086,24-005046,11248,1,2
24-0000003935,02-0000148442,180,20070601,20070601,205373.6,548640.1687,,,1,2,1,5213372,1,2000-0000-000,24-003935,11249,1,1
24-0000004910,02-0000149212,180,20080101,20080101,202734.8904,556330.5663,삼일안전시스템,,1,1,1,,1,2008-1211-502,24-004910,11251,1,5
24-0000004911,02-0000149223,180,20080101,20080101,202761.2189,556347.2086,삼일안전시스템,,1,1,1,,1,2008-1211-502,24-004911,11252,1,5
24-0000005880,02-0000149368,0,20000101,20000101,206585.3114,548790.2331,,0,1,2,1,,1,2000-0000-000,24-005880,11254,1,
24-0000004019,02-0000149499,180,20071031,20071031,195758.2812,542134.6916,,,1,2,1,3120172,1,2000-0000-000,24-004019,11255,1,1
24-0000005013,02-0000149564,0,20070601,20070601,204124.2314,554685.2728,0,,2,1,1,,1,2000-0000-000,24-005013,11257,1,
24-0000005013,02-0000149564,0,20070601,20070601,204124.2314,554685.2728,,0,2,1,1,,1,2000-0000-000,24-005013,11258,1,
24-0000014799,02-0000068084,180,20180430,20180430,201239.95,552543.6812,한길에이치씨,,1,2,1,4331152,1,2017-0201-115,24-014799,19527,1,1
24-0000004155,02-0000149585,180,20071226,20071226,197545.0955,552916.6246,0,,2,1,1,,1,2000-0000-000,24-004155,11260,1,
24-0000004155,02-0000149585,180,20071226,20071226,197545.0955,552916.6246,,,2,1,1,,1,2000-0000-000,24-004155,11261,1,
24-0000004168,02-0000150356,180,20071231,20071231,203258.9605,561319.4061,삼일안전시스템,,2,1,1,,1,2008-1211-502,24-004168,11262,1,5
24-0000004168,02-0000150356,180,20071231,20071231,203258.9605,561319.4061,삼일안전시스템,,2,1,1,,1,2008-1211-502,24-004168,11263,1,5
24-0000004168,02-0000150356,180,20071231,20071231,203258.9605,561319.4061,,,4,1,1,,1,2008-1211-502,24-004168,11264,1,5
24-0000004169,02-0000150357,180,20071231,20080806,203259.718,561292.4629,삼일안전시스템,,2,1,1,,1,2008-1211-502,24-004169,11265,1,2
24-0000004169,02-0000150357,180,20071231,20080806,203259.718,561292.4629,삼일안전시스템,,2,1,1,,1,2008-1211-502,24-004169,11266,1,2
24-0000004169,02-0000150357,180,20071231,20071231,203259.718,561292.4629,,,4,1,1,,1,2008-1211-502,24-004169,11267,1,2
24-0000005083,02-0000099691,180,20081219,20081219,211026.1421,550477.9933,대한신호,0,4,1,1,,1,2011-0101-115,24-005083,8189,1,2
24-0000005083,02-0000099691,0,20081219,20081219,211026.1421,550477.9933,대한신호,0,4,1,1,,1,2011-0101-115,24-005083,8192,1,2
24-0000014796,02-0000197741,180,20180430,20180430,198338.6125,552312.3062,한길에이치씨,,1,2,1,3371312,1,2017-0201-115,24-014796,19524,1,1
24-0000014795,02-0000197740,180,20180430,20180430,198348.1,552279.1562,한길에이치씨,,1,2,1,3371302,1,2017-0201-115,24-014795,19523,1,1
24-0000004331,02-0000127120,180,20070601,20070601,201914.8812,555418.8791,0,0801-069(수),4,1,1,,1,2008-0111-001,24-004331,10183,1,2
24-0000014183,02-0000196568,180,,,194419.178,542771.8306,,,1,2,1,2192401,,,24-014183,18911,1,
24-0000000344,02-0000016437,180,20150213,20210521,209476.7875,546036.5562,(주)한길HC,0,6,2,1,5198556,1,2021-0201-047,24-000344,1842,1,4
24-0000003643,02-0000127122,180,20070601,20070601,202548.8777,557755.2097,,,4,1,1,,1,2010-0111-001,24-003643,10186,1,2
24-0000019003,02-0000219283,,20210521,20210521,209483.7665,546043.0771,대한신호,,1,2,1,51986514,1,2021-0201-047,24-019003,23731,,1
24-0000019002,02-0000219282,,20210521,20210521,209485.079,546050.5771,대한신호,,1,2,1,5198663,1,2021-0201-047,24-019002,23730,,1
24-0000004582,02-0000127125,180,20070601,20070601,202569.4777,557717.5155,,,4,1,1,,1,2010-0111-001,24-004582,10190,1,2
24-0000004582,02-0000127125,180,20070601,20070601,202569.4777,557717.5155,삼일안전시스템,,4,1,1,,1,2010-0111-001,24-004582,10191,1,2
24-0000005222,02-0000127126,180,20090302,20090302,201935.8625,555415.9562,(주)네오텔레콤,0,1,2,1,4347532,1,2009-0111-001,24-005222,10192,1,1
24-0000000058,02-0000016434,180,20150213,20210521,209474.725,546046.5687,(주)한길HC,,6,2,1,5198555,1,2021-0201-047,24-000058,1841,1,4
24-0000003644,02-0000127128,180,20070601,20070601,202582.1508,557712.9405,,,4,1,1,,1,2010-0111-001,24-003644,10194,1,2
24-0000011564,02-0000180829,180,20150213,20210521,209503.8625,546050.7687,(주)한길HC,,1,2,1,5198662,1,2021-0201-047,24-011564,16292,1,4
24-0000004583,02-0000127130,180,20070601,20070601,202302.0957,558505.3548,,,4,1,1,,1,2012-0101-089,24-004583,10196,1,4
24-0000004583,02-0000127130,180,20070601,20070601,202302.0957,558505.3548,0,0801-078(수),4,1,1,,1,2012-0101-089,24-004583,10197,1,4
24-0000004583,02-0000127130,180,20070601,20081106,202302.0957,558505.3548,삼일안전시스템,,4,1,1,,1,2012-0101-089,24-004583,10198,1,4
24-0000004554,02-0000127133,180,20070601,20100610,202385.7826,558330.8408,(주)위앤기전,,1,2,1,4453412,1,2010-0111-006,24-004554,10199,1,2
24-0000004554,02-0000127133,180,20070601,20070601,202385.9579,558332.5764,,,4,1,1,,1,2010-0111-006,24-004554,10200,1,2
24-0000003423,02-0000127135,180,20070601,20100610,202359.2,558331.6687,(주)위앤기전,,1,2,1,4453311,1,2010-0111-006,24-003423,10201,1,2
24-0000003423,02-0000127135,180,20070601,20070601,202356.0304,558332.6989,,,4,1,1,,1,2010-0111-006,24-003423,10202,1,2
24-0000009774,02-0000004125,180,20200309,20211222,185611.5358,550590.2257,대한신호,,1,2,1,12178615,1,2021-0201-091,24-009774,14502,1,4
24-0000003645,02-0000127139,180,20070601,20100407,202558.7878,560152.2534,(주)위앤기전,,2,1,1,,1,2010-0111-001,24-003645,10204,1,2
24-0000003645,02-0000127139,180,20070601,20090716,202558.7878,560152.2534,삼일안전시스템,,4,1,1,,1,2010-0111-001,24-003645,10205,1,2
24-0000003645,02-0000127139,180,20070601,20070601,202558.7878,560152.2534,,,4,1,1,,1,2010-0111-001,24-003645,10206,1,2
