 ST_GeomFromText('POINT(127.09654776650275 37.49841888509547)')
 ST_GeomFromText('POINT(126.97874707929344 37.565080578036756)')
 ST_GeomFromText('POINT(126.92696018001129 37.634318173289614)')
 ST_GeomFromText('POINT(126.91640875000407 37.57510802607561)')
 ST_GeomFromText('POINT(126.9115451507718 37.495470328543014)')
 ST_GeomFromText('POINT(127.09781106485859 37.6078008171285)')
 ST_GeomFromText('POINT(127.06111468396799 37.50382734945276)')
 ST_GeomFromText('POINT(126.90340695301892 37.44056040320274)')
 ST_GeomFromText('POINT(127.09515231385309 37.502433177953385)')
 ST_GeomFromText('POINT(127.07757431282677 37.50513662282726)')
 ST_GeomFromText('POINT(127.09505784253336 37.502694545579914)')
 ST_GeomFromText('POINT(126.84998290102135 37.55970930468068)')
 ST_GeomFromText('POINT(127.04354597307972 37.466012565405606)')
 ST_GeomFromText('POINT(126.92810789122309 37.52761884784072)')
 ST_GeomFromText('POINT(126.95994717179788 37.57222700058827)')
 ST_GeomFromText('POINT(126.92784851257207 37.52749818068471)')
 ST_GeomFromText('POINT(126.92666173134664 37.52666712428281)')
 ST_GeomFromText('POINT(127.01182942689664 37.50835281618423)')
 ST_GeomFromText('POINT(127.01145517320572 37.50794111997185)')
 ST_GeomFromText('POINT(126.88607696006045 37.484809462058415)')
 ST_GeomFromText('POINT(126.82802337206492 37.53605846580711)')
 ST_GeomFromText('POINT(126.87346792355257 37.49324884128025)')
 ST_GeomFromText('POINT(126.86152707737347 37.50410475643947)')
 ST_GeomFromText('POINT(126.92634995505827 37.52662863769018)')
 ST_GeomFromText('POINT(126.92963465676411 37.61110483867278)')
 ST_GeomFromText('POINT(126.91813632885908 37.59370633451767)')
 ST_GeomFromText('POINT(127.05826330785287 37.48466531355629)')
 ST_GeomFromText('POINT(126.88302667062732 37.54408722077211)')
 ST_GeomFromText('POINT(126.90547527803191 37.50531442432526)')
 ST_GeomFromText('POINT(126.95132522955446 37.54234692590242)')
 ST_GeomFromText('POINT(126.86316303973219 37.4912361831708)')
 ST_GeomFromText('POINT(126.99818576095413 37.56235316887178)')
 ST_GeomFromText('POINT(127.09301929817553 37.53737636348281)')
 ST_GeomFromText('POINT(126.81987529757218 37.57597683240635)')
 ST_GeomFromText('POINT(127.05023983662512 37.5190697351407)')
 ST_GeomFromText('POINT(127.05877334702548 37.47632430814932)')
 ST_GeomFromText('POINT(126.86323275092074 37.49137591994392)')
 ST_GeomFromText('POINT(126.81990764025743 37.576061349877655)')
 ST_GeomFromText('POINT(127.01560110114772 37.575440957170485)')
 ST_GeomFromText('POINT(127.14507872616306 37.489807037855)')
 ST_GeomFromText('POINT(126.9196712303406 37.623406965767266)')
 ST_GeomFromText('POINT(126.92767674818217 37.48977089220771)')
 ST_GeomFromText('POINT(126.91942783444648 37.47241751522812)')
 ST_GeomFromText('POINT(126.91593983411539 37.554848238171466)')
 ST_GeomFromText('POINT(127.02122235825763 37.61126127303182)')
 ST_GeomFromText('POINT(126.93512351900897 37.55382106438374)')
 ST_GeomFromText('POINT(127.03066371918375 37.572538259340384)')
 ST_GeomFromText('POINT(126.90331380848457 37.44049781913973)')
 ST_GeomFromText('POINT(126.92424934821774 37.55298127217692)')
 ST_GeomFromText('POINT(127.04362816373107 37.46584990796212)')
 ST_GeomFromText('POINT(127.0338819935495 37.60075780126767)')
 ST_GeomFromText('POINT(127.06104509918048 37.60687304719517)')
 ST_GeomFromText('POINT(127.02336546487214 37.56812866249925)')
 ST_GeomFromText('POINT(127.06105987917752 37.57783947767189)')
 ST_GeomFromText('POINT(126.91555095444936 37.55510597481325)')
 ST_GeomFromText('POINT(126.94400438089981 37.513663997963775)')
 ST_GeomFromText('POINT(127.06116231090456 37.606945111629955)')
 ST_GeomFromText('POINT(126.94292985309845 37.557850033258)')
 ST_GeomFromText('POINT(126.91795075415708 37.59398068372168)')
 ST_GeomFromText('POINT(127.02938690794527 37.58289683875456)')
 ST_GeomFromText('POINT(126.81998047058988 37.57608004394996)')
 ST_GeomFromText('POINT(126.83620785235149 37.548115497249135)')
 ST_GeomFromText('POINT(126.90160450235436 37.45472551468682)')
 ST_GeomFromText('POINT(126.97976710025738 37.56372591475626)')
 ST_GeomFromText('POINT(127.05490439074637 37.65286060477365)')
 ST_GeomFromText('POINT(127.0553747008369 37.652898122602444)')
 ST_GeomFromText('POINT(126.9969461496152 37.52098160969655)')
 ST_GeomFromText('POINT(126.90550153310032 37.51587987088851)')
 ST_GeomFromText('POINT(126.91819651686518 37.593948445643164)')
 ST_GeomFromText('POINT(127.01691605148768 37.54493771850591)')
 ST_GeomFromText('POINT(126.92157774899312 37.64319503076588)')
 ST_GeomFromText('POINT(126.93653394895163 37.47679862744913)')
 ST_GeomFromText('POINT(126.97392199915988 37.536042393104914)')
 ST_GeomFromText('POINT(127.05550867518907 37.653051045584306)')
 ST_GeomFromText('POINT(127.05540071200028 37.65329701412536)')
 ST_GeomFromText('POINT(127.05520815869683 37.653261133568606)')
 ST_GeomFromText('POINT(126.89700611493734 37.512915111833784)')
 ST_GeomFromText('POINT(127.05486363466743 37.65329934729971)')
 ST_GeomFromText('POINT(126.91303940702896 37.593319864357184)')
 ST_GeomFromText('POINT(126.83979691030466 37.559724188993385)')
 ST_GeomFromText('POINT(126.89246506747686 37.460264645405346)')
 ST_GeomFromText('POINT(126.903130020571 37.52018869964472)')
 ST_GeomFromText('POINT(126.8956226618499 37.582290349716125)')
 ST_GeomFromText('POINT(126.90524303365598 37.55223593886119)')
 ST_GeomFromText('POINT(126.92874811352183 37.64679950120523)')
 ST_GeomFromText('POINT(126.91801407760576 37.59404487922024)')
 ST_GeomFromText('POINT(126.92275165972478 37.54766508811279)')
 ST_GeomFromText('POINT(127.03047268100202 37.57250264472156)')
 ST_GeomFromText('POINT(126.90327617465995 37.52033973737536)')
 ST_GeomFromText('POINT(126.81163973086143 37.57331445281669)')
 ST_GeomFromText('POINT(126.90555242933806 37.515995915780984)')
 ST_GeomFromText('POINT(126.96926816005357 37.557264979902826)')
 ST_GeomFromText('POINT(126.90015857959246 37.57954410274302)')
 ST_GeomFromText('POINT(126.8635661189042 37.532429500040074)')
 ST_GeomFromText('POINT(126.89516487878367 37.48447447868059)')
 ST_GeomFromText('POINT(126.95058050531756 37.533880451003256)')
 ST_GeomFromText('POINT(126.91048130204896 37.58453948274596)')
 ST_GeomFromText('POINT(126.81164465477599 37.57360672048119)')
 ST_GeomFromText('POINT(126.9342152229912 37.54523539229327)')
 ST_GeomFromText('POINT(126.81155543759884 37.57363470441678)')
 ST_GeomFromText('POINT(126.92311103895605 37.549021654310266)')
 ST_GeomFromText('POINT(126.89781629693115 37.469827855399195)')
 ST_GeomFromText('POINT(127.13096228925244 37.495945210475185)')
 ST_GeomFromText('POINT(126.89183345843125 37.5111779704518)')
 ST_GeomFromText('POINT(126.94270421135595 37.55854726149976)')
 ST_GeomFromText('POINT(126.9155131832079 37.555110823990304)')
 ST_GeomFromText('POINT(126.83595978579405 37.51195332288769)')
 ST_GeomFromText('POINT(127.09257483767915 37.50317914736684)')
 ST_GeomFromText('POINT(126.91794094098262 37.593734699004166)')
 ST_GeomFromText('POINT(126.89828448148548 37.46979785023407)')
 ST_GeomFromText('POINT(126.85324042302213 37.519050088776304)')
 ST_GeomFromText('POINT(126.83657903877982 37.54784965406344)')
 ST_GeomFromText('POINT(126.85491048022149 37.554889841226235)')
 ST_GeomFromText('POINT(126.90580538739395 37.52566331279908)')
 ST_GeomFromText('POINT(126.83648885876549 37.547859626704614)')
 ST_GeomFromText('POINT(126.92278487437719 37.547827965336)')
 ST_GeomFromText('POINT(126.9687777169785 37.55703734309203)')
 ST_GeomFromText('POINT(126.83917637383463 37.51727572966715)')
 ST_GeomFromText('POINT(126.83979400851979 37.51728317787784)')
 ST_GeomFromText('POINT(126.83969965288213 37.5170432281998)')
 ST_GeomFromText('POINT(126.95041584591895 37.53417610667532)')
 ST_GeomFromText('POINT(127.0293901390702 37.58247629925877)')
 ST_GeomFromText('POINT(126.90530188722427 37.552119419483304)')
 ST_GeomFromText('POINT(126.93280626157441 37.526797821246625)')
 ST_GeomFromText('POINT(126.91048768805022 37.584524846453924)')
 ST_GeomFromText('POINT(127.05434544828823 37.45973194665526)')
 ST_GeomFromText('POINT(127.04969412741966 37.62397687965732)')
 ST_GeomFromText('POINT(127.0143256594592 37.648405670994876)')
 ST_GeomFromText('POINT(127.10051206539843 37.51697784721706)')
 ST_GeomFromText('POINT(126.89643452171315 37.52400295133629)')
 ST_GeomFromText('POINT(127.02942939810733 37.58298467502621)')
 ST_GeomFromText('POINT(126.90388014825 37.563177112108846)')
 ST_GeomFromText('POINT(126.89192091065897 37.51112656893544)')
 ST_GeomFromText('POINT(126.84288699550564 37.52213291990026)')
 ST_GeomFromText('POINT(126.83263852958876 37.55622538608866)')
 ST_GeomFromText('POINT(126.89206374015211 37.510891770846186)')
 ST_GeomFromText('POINT(126.83842814544836 37.55858994014283)')
 ST_GeomFromText('POINT(126.92607825347264 37.615010737015446)')
 ST_GeomFromText('POINT(126.91887621501554 37.461251584746904)')
 ST_GeomFromText('POINT(126.93506210282139 37.60383956020468)')
 ST_GeomFromText('POINT(126.90389724295515 37.56321294782916)')
 ST_GeomFromText('POINT(127.03347918657452 37.61064351900947)')
 ST_GeomFromText('POINT(126.93126941196738 37.64999802257773)')
 ST_GeomFromText('POINT(126.92498034859558 37.61579371836072)')
 ST_GeomFromText('POINT(126.97576633089788 37.55734319435653)')
 ST_GeomFromText('POINT(126.92435629659424 37.616176803082254)')
 ST_GeomFromText('POINT(126.8836413321552 37.49193687276618)')
 ST_GeomFromText('POINT(127.01044987666312 37.534579736070846)')
 ST_GeomFromText('POINT(127.0551486547662 37.67639923300692)')
 ST_GeomFromText('POINT(126.88413233181264 37.49066055367056)')
 ST_GeomFromText('POINT(126.93264722923797 37.5267346605289)')
 ST_GeomFromText('POINT(127.01576081922717 37.575506548181544)')
 ST_GeomFromText('POINT(127.03272387783166 37.586485310258624)')
 ST_GeomFromText('POINT(126.9856538481526 37.565997846763004)')
 ST_GeomFromText('POINT(127.07342031698758 37.619663977246844)')
 ST_GeomFromText('POINT(126.91111731519058 37.57658665928857)')
 ST_GeomFromText('POINT(126.97765283257336 37.55814274656436)')
 ST_GeomFromText('POINT(126.91122620195722 37.57677431197929)')
 ST_GeomFromText('POINT(126.8904501808255 37.48401569579364)')
 ST_GeomFromText('POINT(127.10029539193138 37.60008785075745)')
 ST_GeomFromText('POINT(126.86293115569852 37.56004921261753)')
 ST_GeomFromText('POINT(127.02387468424605 37.63617766484892)')
 ST_GeomFromText('POINT(127.01577217917 37.57458848538622)')
 ST_GeomFromText('POINT(126.81902924396348 37.57595950165619)')
 ST_GeomFromText('POINT(127.0162148530566 37.567078354033406)')
 ST_GeomFromText('POINT(126.9727497324514 37.55603620572728)')
 ST_GeomFromText('POINT(127.02977068619805 37.5824906197933)')
 ST_GeomFromText('POINT(127.0238789281487 37.636163022979424)')
 ST_GeomFromText('POINT(126.8070155172903 37.56196035270335)')
 ST_GeomFromText('POINT(126.97400680733332 37.553886091475384)')
 ST_GeomFromText('POINT(126.89867739364463 37.48355254560662)')
 ST_GeomFromText('POINT(126.91910930697979 37.635414212795645)')
 ST_GeomFromText('POINT(127.07347690586964 37.61947293714912)')
 ST_GeomFromText('POINT(126.88306051729484 37.49419224075265)')
 ST_GeomFromText('POINT(126.8898871339241 37.48829749670966)')
 ST_GeomFromText('POINT(126.89932550934792 37.52729773425917)')
 ST_GeomFromText('POINT(126.89184581902424 37.5107442609549)')
 ST_GeomFromText('POINT(126.96380288539872 37.562132622927464)')
 ST_GeomFromText('POINT(126.91029067837574 37.55609298697993)')
 ST_GeomFromText('POINT(126.90643289764559 37.59205752960033)')
 ST_GeomFromText('POINT(126.9788842786875 37.5211170789856)')
 ST_GeomFromText('POINT(126.89633121544264 37.485659094487325)')
 ST_GeomFromText('POINT(126.95172390725344 37.55700942108034)')
 ST_GeomFromText('POINT(127.13107292349521 37.48851346470847)')
 ST_GeomFromText('POINT(126.83627583396849 37.55279779328095)')
 ST_GeomFromText('POINT(126.974717289269 37.5634255699963)')
 ST_GeomFromText('POINT(126.95469837044172 37.53048912046282)')
 ST_GeomFromText('POINT(127.02126809490578 37.52343279888292)')
 ST_GeomFromText('POINT(126.96227284376846 37.55152431700405)')
 ST_GeomFromText('POINT(126.8326875574874 37.55612634595457)')
 ST_GeomFromText('POINT(126.99707466653258 37.57082301026625)')
 ST_GeomFromText('POINT(126.94601100844783 37.55648948171509)')
 ST_GeomFromText('POINT(126.94390948950432 37.54995389786863)')
 ST_GeomFromText('POINT(127.0738653582176 37.48888520185784)')
 ST_GeomFromText('POINT(126.89616219335247 37.48575073624093)')
 ST_GeomFromText('POINT(126.94360559624741 37.55005585245259)')
 ST_GeomFromText('POINT(126.95008577697432 37.53332879344801)')
 ST_GeomFromText('POINT(126.9860553477382 37.576937895562345)')
 ST_GeomFromText('POINT(127.04679180516742 37.49447344433573)')
 ST_GeomFromText('POINT(126.98601097099656 37.57704702505362)')
 ST_GeomFromText('POINT(126.90503587359711 37.55196442522038)')
 ST_GeomFromText('POINT(126.91673100402197 37.475114658515196)')
 ST_GeomFromText('POINT(127.04826153720869 37.54051264208958)')
 ST_GeomFromText('POINT(126.97077908863882 37.52102615795147)')
 ST_GeomFromText('POINT(126.99068429235045 37.52235024294072)')
 ST_GeomFromText('POINT(126.83648450183081 37.550677272740515)')
 ST_GeomFromText('POINT(126.84600601185208 37.48196587654164)')
 ST_GeomFromText('POINT(127.00098476247764 37.58590805209841)')
 ST_GeomFromText('POINT(126.92160647314309 37.642921294871144)')
 ST_GeomFromText('POINT(126.84174342236501 37.483604422955125)')
 ST_GeomFromText('POINT(126.92149388701186 37.642917797168536)')
 ST_GeomFromText('POINT(126.85615896522529 37.525100922620375)')
 ST_GeomFromText('POINT(126.83908060474715 37.48649717605288)')
 ST_GeomFromText('POINT(127.03645746359085 37.59307410840184)')
 ST_GeomFromText('POINT(127.0621517168322 37.60263353706926)')
 ST_GeomFromText('POINT(126.94212533543183 37.55904880026634)')
 ST_GeomFromText('POINT(126.99776594532776 37.57008225312428)')
 ST_GeomFromText('POINT(126.95453779299896 37.53059830517544)')
 ST_GeomFromText('POINT(127.04655608153068 37.671125280328305)')
 ST_GeomFromText('POINT(126.91695609905106 37.475071366637394)')
 ST_GeomFromText('POINT(127.02350302213638 37.57144291805934)')
 ST_GeomFromText('POINT(127.04676618943294 37.49448886259754)')
 ST_GeomFromText('POINT(126.97722490564493 37.56388629218522)')
 ST_GeomFromText('POINT(126.93559701347169 37.57652059901452)')
 ST_GeomFromText('POINT(127.01818911487482 37.565504689538166)')
 ST_GeomFromText('POINT(127.01020986829262 37.53441739581108)')
 ST_GeomFromText('POINT(126.97782061421276 37.55798409637164)')
 ST_GeomFromText('POINT(127.03526610268955 37.5965790500985)')
 ST_GeomFromText('POINT(127.01174150092477 37.4839298784627)')
 ST_GeomFromText('POINT(126.90059506350184 37.53199460284795)')
 ST_GeomFromText('POINT(126.9115301494248 37.6139087293004)')
 ST_GeomFromText('POINT(126.9727838880869 37.57567171191967)')
 ST_GeomFromText('POINT(126.83636633173349 37.546150245780844)')
 ST_GeomFromText('POINT(126.86288150636801 37.54647559355733)')
 ST_GeomFromText('POINT(126.9830557357277 37.573962264064455)')
 ST_GeomFromText('POINT(126.8946762295331 37.519138652078716)')
 ST_GeomFromText('POINT(126.86520288322315 37.52239217010832)')
 ST_GeomFromText('POINT(126.95502820617567 37.490588602698175)')
 ST_GeomFromText('POINT(126.80963569389448 37.57619261515196)')
 ST_GeomFromText('POINT(127.0115317248268 37.48431099150143)')
 ST_GeomFromText('POINT(126.83496400831665 37.50670420358535)')
 ST_GeomFromText('POINT(126.98313833886482 37.57034675112541)')
 ST_GeomFromText('POINT(126.94043762539151 37.556391802343114)')
 ST_GeomFromText('POINT(126.88240600312007 37.50020632908989)')
 ST_GeomFromText('POINT(127.0873906285044 37.621746955371684)')
 ST_GeomFromText('POINT(126.91990440702843 37.46983828545831)')
 ST_GeomFromText('POINT(126.93431781823595 37.54518307883466)')
 ST_GeomFromText('POINT(126.91949710320328 37.55577447285282)')
 ST_GeomFromText('POINT(126.9795640361441 37.57037019803583)')
 ST_GeomFromText('POINT(126.92266432770333 37.5876810594701)')
 ST_GeomFromText('POINT(126.88584430205873 37.4852892494753)')
 ST_GeomFromText('POINT(126.83271746578559 37.55603685179983)')
 ST_GeomFromText('POINT(126.90305779473644 37.526292021420865)')
 ST_GeomFromText('POINT(126.82342813023037 37.48071492690653)')
 ST_GeomFromText('POINT(127.09339046063153 37.51038586782343)')
 ST_GeomFromText('POINT(126.91559249138646 37.47669400521854)')
 ST_GeomFromText('POINT(127.00903899871405 37.605845535618656)')
 ST_GeomFromText('POINT(127.01112712215681 37.48426866848213)')
 ST_GeomFromText('POINT(126.91885326844513 37.463180400703976)')
 ST_GeomFromText('POINT(126.90565793748178 37.52540607169017)')
 ST_GeomFromText('POINT(127.09653761516864 37.510152163401635)')
 ST_GeomFromText('POINT(127.01519654919512 37.620236096031455)')
 ST_GeomFromText('POINT(126.88960561275988 37.5210181424341)')
 ST_GeomFromText('POINT(126.88987513887427 37.52096583496748)')
 ST_GeomFromText('POINT(127.01888123620141 37.610759101784275)')
 ST_GeomFromText('POINT(126.97707641052045 37.56528449877054)')
 ST_GeomFromText('POINT(127.04314841019809 37.481943217426554)')
 ST_GeomFromText('POINT(126.90561326969733 37.52572870730566)')
 ST_GeomFromText('POINT(126.9144223556439 37.48207979906407)')
 ST_GeomFromText('POINT(126.85847582452213 37.493825420474266)')
 ST_GeomFromText('POINT(126.92889264166865 37.55780393312466)')
 ST_GeomFromText('POINT(127.03366081889452 37.600603006781036)')
 ST_GeomFromText('POINT(127.1308138594939 37.48852919780351)')
 ST_GeomFromText('POINT(127.05813194091097 37.60987995843127)')
 ST_GeomFromText('POINT(126.91438244508669 37.48211401388296)')
 ST_GeomFromText('POINT(126.84104388907795 37.548064910168314)')
 ST_GeomFromText('POINT(127.01129529404825 37.483877632831046)')
 ST_GeomFromText('POINT(126.9618368827301 37.53522926866312)')
 ST_GeomFromText('POINT(126.92699285545271 37.55849868128863)')
 ST_GeomFromText('POINT(126.94713731248692 37.59285234332443)')
 ST_GeomFromText('POINT(127.09734815677682 37.509843196154065)')
 ST_GeomFromText('POINT(126.90589546060328 37.52836920526603)')
 ST_GeomFromText('POINT(127.08662617163331 37.5917683764092)')
 ST_GeomFromText('POINT(126.83678795434054 37.488425581321536)')
 ST_GeomFromText('POINT(126.81616423721385 37.54917439800489)')
 ST_GeomFromText('POINT(126.94387352410205 37.58444655094027)')
 ST_GeomFromText('POINT(126.90591032802821 37.52845421668874)')
 ST_GeomFromText('POINT(126.9002585734965 37.45486104393109)')
 ST_GeomFromText('POINT(127.01071520816791 37.64732155204969)')
 ST_GeomFromText('POINT(126.89613758558623 37.460253246375295)')
 ST_GeomFromText('POINT(126.87371690966205 37.52611900129883)')
 ST_GeomFromText('POINT(127.00669096980629 37.56614337561823)')
 ST_GeomFromText('POINT(126.99143235104559 37.52719727677285)')
 ST_GeomFromText('POINT(127.08654674458757 37.566423197265905)')
 ST_GeomFromText('POINT(126.99144014333359 37.52743622575687)')
 ST_GeomFromText('POINT(126.99170165522612 37.527513654902314)')
 ST_GeomFromText('POINT(126.84898566366446 37.5641867152066)')
 ST_GeomFromText('POINT(126.97922749120711 37.56890639378955)')
 ST_GeomFromText('POINT(127.02373854719016 37.5679244278518)')
 ST_GeomFromText('POINT(126.97956338853365 37.57005581811376)')
 ST_GeomFromText('POINT(126.93444729307376 37.545125314750976)')
 ST_GeomFromText('POINT(126.91048005731123 37.597823463011174)')
 ST_GeomFromText('POINT(126.80953915198697 37.57631747223387)')
 ST_GeomFromText('POINT(127.03088172893828 37.49913587488522)')
 ST_GeomFromText('POINT(126.97940115220578 37.57001497212328)')
 ST_GeomFromText('POINT(127.03131156068378 37.498935522113136)')
 ST_GeomFromText('POINT(126.99800694662362 37.567400120544384)')
 ST_GeomFromText('POINT(126.87066554700542 37.504894259252005)')
 ST_GeomFromText('POINT(127.08727317017225 37.562212141436795)')
 ST_GeomFromText('POINT(126.89585790686621 37.521280746187216)')
 ST_GeomFromText('POINT(126.96190694881548 37.540333607527366)')
 ST_GeomFromText('POINT(127.07020815757618 37.496462316231074)')
 ST_GeomFromText('POINT(127.0701949032018 37.49671869829044)')
 ST_GeomFromText('POINT(127.00061997632507 37.551101706134354)')
 ST_GeomFromText('POINT(126.9791980482667 37.570046471349436)')
 ST_GeomFromText('POINT(126.90609591193703 37.580403941435996)')
 ST_GeomFromText('POINT(126.97752086552941 37.47650876733986)')
 ST_GeomFromText('POINT(127.0366155024578 37.6515466429649)')
 ST_GeomFromText('POINT(126.94870996931282 37.49225165337918)')
 ST_GeomFromText('POINT(127.08726695940626 37.56223801183045)')
 ST_GeomFromText('POINT(126.97718763215744 37.48392221291946)')
 ST_GeomFromText('POINT(126.95923659650609 37.52385776739963)')
 ST_GeomFromText('POINT(126.89498044182852 37.51929400806763)')
